brand,name,preference_base_note,preference_middle_note,satisfaction,buyer_gender,buyer_age,user_id
Roberto Cavalli,Paradiso Azzurro,Cypress,WildJasmine,5,Women,23,121.0
Estee Lauder,Private Collection,Heliotrope,BulgarianRose,3,Men,36,161.0
GIORGIO ARMANI,Stronger With You,Amberwood,Sage,3,Women,27,329.0
Givenchy,Pour Homme,Ceder,Vetiver,3,Men,36,248.0
CARTIER,Declaration,Amber,Cinnamon,5,Women,33,222.0
VERSACE,Crystal Noir,Musk,Peony,3,Women,28,115.0
AZZARO,Chrome,Cedar,Bergamot,5,Women,31,142.0
joop,Homme,TonkaBean,Jasmine,5,Men,25,31.0
Dunhill,Edition,Cedar,ClarySage,3,Women,32,235.0
ADOLFO DOMINGUEZ,Vetiver Hombre,Patchouli,Lily,3,Women,30,337.0
ROGER & GALLET,Open,Patchouli,Thyme,3,Women,36,244.0
UNITED COLORS OF BENETTON,Cold,WhiteMusk,Geranium,3,Women,26,365.0
Rasasi,Royale,AromaticScents,DelicateMuskFragrance,4,Men,29,261.0
Jacomo,Silences,Woody,narcissus,3,Men,25,335.0
TRUSSARDI,My Name,Vanilla,Lilac,5,Women,27,248.0
Rasasi,Al Wisam Day,MustyOud,AmberNuancedClarySage,5,Women,34,82.0
CARTIER,Pasha de Cartier,Oakmoss,BrazilianRosewood,3,Women,33,12.0
BURBERRY,Touch,Vanilla,Peony,5,Women,29,152.0
DORALL COLLECTION,Oud Maaruf,woody-amber,Rose,3,Men,38,274.0
Genie Collection,London Burberry,Musk,Jasmine,3,Women,24,6.0
Jacques Bogart,Silver Scent,TeakWood,Nutmeg,5,Men,36,189.0
Roberto Cavalli,Uomo,TonkaBean,Lavender,4,Men,32,68.0
CARTIER,Pasha Edition Noir,WoodyAmber,Warm,4,Women,35,71.0
TRUSSARDI,Uomo,Leather,Geranium,4,Men,29,76.0
Laura Mars,Splandid,Vanilla,Neroli,5,Men,29,220.0
HUGO BOSS,Hugo Man,Fir,Geranium,3,Men,35,321.0
DORALL COLLECTION,Simple,Amber,gardenia,5,Men,28,380.0
CARTIER,La Panthere,Patchouli,Rose,4,Men,34,358.0
LANVIN,Modern Princess,Vanillaorchid,Jasmine,5,Men,20,373.0
Rasasi,Oud Al-Mubakhar,Patchouli,TurkishRose,3,Women,27,20.0
LE CHAMEAU,Atelier Intense,Vetyver,Spicy,3,Men,32,72.0
S.T.Dupont,Essence Pure,Cedar,Iris,4,Women,33,282.0
NARCISO RODRIGUEZ,Narciso Rouge,CedarWood,Musk,5,Women,34,13.0
AZZARO,Chrome Legend,Cedar,Musk,3,Women,30,389.0
Rasasi,Royale Blue,DelicateMuskySensualWoods,Distinct,5,Women,22,130.0
LACOSTE,L.12.12 Rouge,AcaciaWood,RooibosTeaExtract(redBushTea),4,Women,40,49.0
Carrera,Pour Homme,Sandalwood,Anise,4,Men,21,93.0
Roberto Cavalli,Paradiso Assoluto,Sandalwood,WildJasmine,4,Men,31,85.0
ARMAND BASI,In Red,Praline,Lily,5,Men,39,293.0
Carrera,Pour Homme,Oakmoss,Cloves,3,Women,21,168.0
PACO RABANNE,Black Xs Potion,LabdanumRum,WormwoodCashmereWood,3,Men,39,130.0
Roberto Cavalli,cavalli,Benzoin,AfricanOrangeFlower,4,Men,25,96.0
GIORGIO ARMANI,Eau De Cedre,Suede,VioletLeaf,3,Men,27,61.0
Calvin Klein,Beauty,VirginiaCedar,Jasmine,5,Women,38,328.0
CAROLINA HERRERA,212 Vip,SaltyAmber,ChilledVodka,5,Men,24,91.0
Estee Lauder,Pleasures,Musk,LilyOfTheValley,3,Women,21,306.0
Dior,Sauvage Perf,Vanilla,Sandalwood,5,Men,28,103.0
LE CHAMEAU,Genesis Oud Malaki,Musk,Amber,3,Men,34,331.0
DORALL COLLECTION,Nashwa,sandalwood,Magnolia,3,Women,30,159.0
jennifer lopez,Still,LilyOfTheValley,Jasmine,4,Women,37,21.0
VERSACE,Oud Noir,Leatherwood,Saffron,5,Women,40,82.0
Rasasi,Shuhrah,Patchouli,Jasmine,5,Women,25,280.0
TED LAPIDUS,Pour Homme,amber,Pinetree,4,Men,24,261.0
Yves Saint Laurent,Black Opium,WhiteWood,Coffee,5,Men,29,172.0
SWISS ARABIAN,Bakhoor Al Arais,Amber,Cedar,4,Women,31,92.0
TRI,En Joy,Patchoulli,Rose,5,Women,25,93.0
Mancera,Roses Vanille,WhiteMusk,Rose,5,Women,30,179.0
BURBERRY,The Beat,CedarWood,Bluebell,3,Women,34,21.0
J.CASANOVA,Plaisir,Amber,Musk,5,Women,23,22.0
Estee Lauder,Knowing,Amber,OrangeFlower,5,Women,28,104.0
HUGO BOSS,The Scent,RoastedCocoa,OsmanthusFlower,3,Women,31,131.0
Calvin Klein,Euphoria Amber Gold,Lemon,Cedar,3,Men,29,35.0
Mancera,Roses Greedy,Benzoin,Flowers,5,Men,24,52.0
Yves Saint Laurent,La Nuit De L`Homme,Vetiver,Bergamot,4,Women,22,286.0
Rasasi,Blue,Amber,Geranium,4,Women,33,380.0
Arabian Oud,Sheikh Al Shuyukh,Patchouli,Rosemary,4,Women,37,75.0
PENHALIGON'S,Portraits George,TonkaBeans,ShavingSoap,4,Women,36,203.0
VERSACE,Dylan Blue,Musk,BlackPepper,3,Men,35,269.0
Elizabeth Taylor,White Diamonds,Patchouli,,4,Women,20,57.0
Guerlain,L'Homme Ideal,Amber,Jasmine,4,Men,33,54.0
Yves Saint Laurent,M7 Oud Absolu,Myrrh,Patchouli,5,Women,22,370.0
LACOSTE,Blanc Pour Homme,Suede,MexicanTuberose,5,Men,22,199.0
VERSACE,L'Homme,Musk,Sandalwood,4,Men,33,238.0
BURBERRY,Burberry Body Intense,Vanille,Iris,4,Women,37,52.0
Dior,Sauvage,Labdanum,Geranium,5,Women,36,287.0
GUESS,Marciano,Vanilla,PinkHoneysuckle,4,Women,37,74.0
CHOPARD,Happy Spirit,Musk,Honeysuckle,4,Women,22,9.0
GUESS,Dare,Wood,ElegantJasmine,3,Women,32,39.0
HUGO BOSS,Just Different,Fir,Freesia,3,Men,26,224.0
BURBERRY,Mr. Burberry,Benzoin,Lavender,4,Men,38,38.0
ISSEY MIYAKE,L'eau D'issey Pour Homme,Coriander,Nutmeg,5,Men,30,191.0
Rasasi,Blue,Amber,Rose,3,Men,35,115.0
MONTBLANC,Emblem ED,Woodsy,Cinnamon,5,Women,31,351.0
MONTBLANC,Emblem,WoodyNotes,VioletLeaf,5,Men,24,313.0
HUGO BOSS,Hugo,Fir,Sage,3,Men,23,274.0
Lancome,La Vie Est Belle,TonkaBeans,Iris,5,Women,23,10.0
Rasasi,Oud Al-Mubakhar,TonkaBean,Violet,3,Men,26,186.0
Calvin Klein,Sheer Beauty,Vanille,Lily,3,Women,27,118.0
TOMMY HILFIGER,Tommy Girl,DakotaLilies,CitrusOrchards,3,Women,23,142.0
Guerlain,Samsara,TonkaBean,Rose,5,Women,23,187.0
COACH,Floral,Patchouli,JasmineSambac,3,Men,37,27.0
Emper,Tool Box,Geranium,Lavender,5,Men,32,137.0
CHANEL,Coco Mademoiselle,Vanilla,Jasmine,4,Women,32,375.0
Britney Spears,Fantasy,SensualWoods,WhiteChocolateOrchid,3,Women,37,281.0
Guerlain,L'instant,Benzoin,Iris,4,Men,36,204.0
Givenchy,L'interdit,Vetiver,OrangeBlossom,4,Men,28,232.0
CHANEL,Bleu De Chanel,Amber,Nutmeg,5,Women,34,147.0
VERSACE,Versace Pour Homme,Amber,ClarySage,4,Men,36,268.0
PACO RABANNE,Lady Million,Amber,Gardenia,4,Women,35,256.0
UNITED COLORS OF BENETTON,United Colors Of Benetton Hot,Musk,Lily-Of-The-Valley,5,Men,38,312.0
Genie Collection,Premium,Patchouli,Ylang-ylang,3,Men,40,109.0
LACOSTE,Lacoste,HimalayanCedar,BulgarianRose,4,Women,36,41.0
GUESS,Gold,Vetiver,Jasmine,3,Men,23,284.0
BURBERRY,Burberry Body Intense,Vanille,Iris,4,Women,32,106.0
Roberto Cavalli,Uomo,Patchouli,Lavender,3,Men,36,223.0
Miu Miu,miu miu,Akigalawood,GreenNotes,3,Men,27,262.0
Alina Corel,For Ever,GuaiacWood,PinkPepper,3,Men,20,105.0
Arabian Oud,Sheikh Al Shuyukh,Patchouli,Sage,5,Men,32,241.0
CARON,Pour Un Homme De Caron,Musk,Vanilla,5,Men,35,221.0
DAVIDOFF,Zino,Vanilla,Muguet,3,Men,32,61.0
GUESS,Guess,Musk,Violet,3,Women,33,189.0
BURBERRY,Weekend,VioletRoot,Iris,3,Women,28,200.0
VERSACE,Eros,Sandalwood,Jasmine,4,Men,22,209.0
Van Cleef & Arpels,First,Bean,Orris,5,Women,35,12.0
Arabian Oud,Sheikh Al Shuyukh,Vetiver,Sage,5,Men,20,125.0
GUCCI,Flora Gardenia,BrownSugarAccord,FrangipaniFlower,4,Women,25,166.0
GIORGIO ARMANI,Si,Ambroxan,Mayrose,5,Men,39,378.0
LANVIN,L'Homme Sport,Spices,Ylang-Ylang,5,Women,31,243.0
BURBERRY,My Burberry Bl,Patchouli,PeachNectar,5,Men,36,317.0
VERSACE,Eros,MadagascarVanilla,Ambroxan,5,Men,29,221.0
BURBERRY,Burberry Body Intense,Musk,Rose,4,Women,29,224.0
BURBERRY,My Burberry Bl,Amber,PeachNectar,5,Men,32,25.0
JAGUAR,Classic,WhiteMusk,Lotus,5,Men,31,306.0
VERSACE,The Dreamer,TonkaBean,Geranium,3,Men,24,328.0
BVLGARI,Man In Black,GuaiacWood,Tuberose,4,Men,34,128.0
Dunhill,Desire Blue,Musk,SeaNotes,5,Women,39,274.0
VERSACE,Yellow Diamond,Amber,Creamy,3,Men,24,360.0
Carrera,Pour Homme,Oakmoss,Jasmine,5,Women,37,213.0
ANGEL SCHLESSER,Essential,Musk,Violet,4,Men,26,124.0
CARTIER,Pasha Edition Noir,CedarAccords,Warm,3,Women,21,77.0
DORALL COLLECTION,Super Cobra,MousseAustralian,RaspberryLeaf,3,Women,22,150.0
Laura Biagiotti,Roma Uomo,Sandalwood,Juniperberry,4,Women,21,153.0
Estee Lauder,Pleasures Intense,VanillaStyrax,Lily,5,Women,38,189.0
BURBERRY,Burberry Body Intense,Musk,Rose,4,Women,30,128.0
Genie Collection,Premium,Amber,Ylang-ylang,4,Men,40,332.0
GUCCI,Guilty,WildStrawberry,Litchi,4,Men,39,32.0
CHANEL,Gabrielle,Sandalwood,Jasmine,5,Women,36,387.0
GUESS,Dare,Wood,WildRose,3,Men,23,314.0
Lancome,Miracle,Jasmine,Pepper,5,Women,20,157.0
AZZARO,Chrome,Sandalwood,Neroli,5,Men,29,139.0
HUGO BOSS,Femme,Apricot,BulgarianRose,3,Men,32,313.0
PACO RABANNE,One Million,BlondeLeatherPatchouliWhiteWoodsAmber,RoseAbsolute,3,Women,28,57.0
GIORGIO ARMANI,Code,TonkaBean,OliveFlowerSpicedWithStarAnise,3,Men,27,282.0
DORALL COLLECTION,Eventful,Musk,Rose,4,Men,28,310.0
Mancera,Coco Vanille,MadagascarVanilla,TiareFlower,4,Women,24,237.0
LACOSTE,Touch Of Pink,Vanilla,Coriander,4,Men,33,29.0
S.T.Dupont,Essence Pure,Vanilla,Jasmine,5,Men,21,263.0
CHANEL,Coco Mademoiselle,Vetiver,Mimosa,3,Women,30,304.0
VERSACE,Yellow Diamond,Amber,Jasmine,4,Men,22,82.0
DAVIDOFF,The Brilliant Game,SensualAddictionOfTheTonkaBeanNote,CharismaticVirilityOfACedarwood,4,Men,22,356.0
BURBERRY,My Burberry Blush,Wisteria,Rosepetals,5,Men,29,53.0
GUCCI,Flora Gorgeous Gardenia,Patchouli,Plumeria,4,Women,30,384.0
CHLOE,Chloe,VirginiaCedar,Lily-Of-The-Valley,5,Men,26,316.0
Franck Olivier,Oud Vanille,WoodyNotes,Incense,4,Women,20,218.0
CARTIER,La Panthere,Musk,Gardenia,5,Men,20,271.0
Lancome,La Vie Est Belle,Patchouli,Jasmine,5,Women,28,243.0
PENHALIGON'S,Portraits George,TonkaBeans,ShavingSoap,4,Women,32,272.0
PACO RABANNE,Olympêa,Ambergris,Vanilla,4,Women,39,265.0
Lancome,La Vie Est Belle,Vanilla,Jasmine,3,Men,34,69.0
LACOSTE,L.12.12 Blanc-Pure,VirginiaCedar,Ylang-Ylang,3,Women,40,326.0
VERSACE,Crystal Noir,Sandalwood,OrangeBlossom,3,Women,35,109.0
HUGO BOSS,Hugo Boss,Cedar,Sage,5,Women,35,157.0
Marbert,Man,Leather,Jasmine,4,Men,31,41.0
KORLOFF,In White,Cashmeran,ClarySage,5,Men,26,244.0
armani,Because It's You by Emporio,Vanilla,RoseAbsolute,4,Women,30,340.0
Dolce & Gabbana,Intenso,Labdanum,ClarySage,3,Women,24,363.0
HUGO BOSS,Bottled Tonic,Vetiver,Ginger,5,Women,39,298.0
Lattafa,Khalis Pure Oudi,Musk,Jasmine,4,Women,39,272.0
CARTIER,Baiser Vole,Greenleavesoflily,Essencesofrare,5,Men,26,32.0
Calvin Klein,One Shock,Vetiver,Osmanthus,5,Men,25,374.0
NARCISO RODRIGUEZ,Narciso Rouge,TonkaBeans,Musk,4,Men,23,97.0
Alina Corel,Monsieur Intense Gold,AmberFat,Shepherd,4,Women,31,384.0
Calvin Klein,Intense Euphoria,Patchouli,BlackBasil,3,Men,32,208.0
TRUSSARDI,Uomo,Leather,ClarySage,5,Men,28,31.0
Estee Lauder,Pleasures,Musk,LilyOfTheValley,3,Men,39,44.0
Roberto Cavalli,Paradiso Azzurro,Amberwood,Apple,5,Women,35,227.0
LANVIN,Modern Princess,Vanillaorchid,Freesia,5,Men,28,123.0
DAVIDOFF,Adventure,Ceder,SouthAmericanPimento,3,Women,37,12.0
Nikos,Sculpture Homme,amber,rose,3,Women,37,318.0
CARTIER,Baiser Vole,Greenleavesoflily,elegantlilyflower,5,Men,25,128.0
CHANEL,Bleu De Chanel,Labdanum,Jasmine,4,Men,24,166.0
DORALL COLLECTION,Oud Wood,sandalwood,bayleaves,4,Women,24,148.0
Revlon,Charli Blue,Oakmoss,Jasmine,3,Men,35,58.0
Ard Al Zaafaran,Oud Sharqia,SweetWood,Citric,4,Women,28,365.0
GIORGIO ARMANI,Code,TonkaBean,OliveFlowerSpicedWithStarAnise,3,Men,38,290.0
Lolita Lempicka,lolita,Vetiver,Iris,4,Women,23,233.0
Mancera,Black Vanilla,VanillaPodsfromMadagascar,Violet,3,Women,21,290.0
BOUCHERON,Pour Homme,Sandalwood,Basil,5,Men,20,28.0
jennifer lopez,Still,Amber,PinkFreesia,3,Women,26,261.0
Lattafa,Oud Mood,Woody,Agarwood,3,Men,35,317.0
Calvin Klein,Intense Euphoria,Agarwood,Cedar,4,Women,36,171.0
BVLGARI,Petits Et Mamans,WhitePeach,Rose,4,Women,36,23.0
GUESS,Marciano,Spicy,Sage,3,Men,20,310.0
Revlon,Charlie Gold,CedarWood,Rose,3,Men,39,382.0
Sedr Al-Khaleej Perfumes,Eghra Perfume,Balsamic,Incense,4,Men,39,226.0
GUCCI,Guilty Absolute,Amber,Vetiver,5,Men,37,39.0
AVON,Tomorrow,Powdery,Musk,3,Women,29,293.0
Yves Saint Laurent,Libre,Ambergris,Jasmine,5,Women,35,76.0
HUGO BOSS,Ma Vie,Cedar,Rose,4,Women,39,53.0
HUGO BOSS,Boss,Vanilla,Geranium,4,Men,23,323.0
Calvin Klein,One Shock,Vanille,Mexicanchocolate,4,Women,38,121.0
Roberto Cavalli,Paradiso Azzurro,CashmereWood,Rose,4,Women,29,289.0
LANVIN,L'Homme Sport,Spices,Carnation,5,Women,27,309.0
Mancera,Roses Vanille,Sugar,Rose,4,Men,22,130.0
Kenzo,Jeu D'Amour L'elixir,Sandalwood,Tuberose,3,Women,35,83.0
PACO RABANNE,Invictus Intense,Salt,Whiskey,5,Men,34,264.0
Revlon,Charli Blue,Oakmoss,Muguet,5,Women,39,390.0
Calvin Klein,Intense Euphoria,Labdanum,Cedar,5,Men,32,168.0
CAROLINA HERRERA,Good Girl,Praline,BulgarianRose,4,Women,30,330.0
Mancera,Red,MadagascarVanilla,Jasmine,4,Women,38,338.0
Ferrari,Scuderia Black,Amber,Jasmine,3,Men,40,144.0
BVLGARI,Extreme,LaotianBenzoin,VegetalAmber,5,Women,37,363.0
GIORGIO ARMANI,Stronger With You,Chestnut,Sage,4,Men,33,192.0
jil sander,Jil Sander,Cedar,Cinnamon,3,Women,39,5.0
MB,Sweetheart Rockstar,Rose,Lavender,3,Women,25,321.0
Dunhill,Desire,Vanilla,Patchouli,5,Women,20,255.0
Mariah Carey,Forever,Wood,Gardenia,5,Women,28,390.0
COACH,New York Coach Dreams,Ambroxan,CactusFlowers,3,Women,27,372.0
Mancera,Roses Vanille,WhiteMusk,Sugar,5,Women,40,196.0
BURBERRY,Burberry Body,Musk.,WarmSandalwood.,5,Men,29,294.0
BVLGARI,Petits Et Mamans,Vanilla,WhitePeach,3,Men,34,229.0
CHANEL,Allure Sensuelle,Patchouli,CandiedFruits,5,Women,36,127.0
Jimmy Choo,jimmy,Suede,Geranium,4,Women,22,227.0
Jacques Bogart,One Man Show,Coconut,PineTreeNeedles,3,Men,23,193.0
Aramis,900 Herbal Spray,Sandalwood,Jasmine,3,Women,35,242.0
Ajmal,Evoke,Patchouli,Rose,5,Men,30,254.0
BURBERRY,The Beat,WhiteMusk,CeylonTea,5,Men,21,212.0
CHOPARD,Rose Malaki,Cedarwood,RosePetalAccord,3,Men,31,381.0
Alina Corel,For Ever,GuaiacWood,PinkPepper,3,Men,29,227.0
RALPH LAUREN,Polo Blue,Vetiver,BlueOrrisAccord,4,Women,26,95.0
JAGUAR,Vision III,Vanilla,Jasmine,3,Men,22,11.0
Roberto Cavalli,Paradiso Azzurro,Sandalwood,WateryNotes,4,Women,20,236.0
Lancome,La Vie Est Belle,Patchouli,Iris,3,Men,24,358.0
GUESS,Gold,Vetiver,IntoxicatingSeductressRose,3,Women,39,37.0
BURBERRY,London,Patchouli,Clementine,5,Women,21,282.0
MONTBLANC,Emblem,TonkaBean,VioletLeaf,4,Women,24,346.0
UNITED COLORS OF BENETTON,United Colors Of Benetton Hot,Musk,Iris,5,Women,28,108.0
MB,Sweetheart Rockstar,Vanilla,Lavender,4,Men,34,306.0
CHANEL,Chance Eau Tendre,Amber,Iris,3,Women,39,174.0
MONTALE,Roses Musk,Musk,Jasmine,3,Women,34,122.0
Dolce & Gabbana,Intenso,Sandalwood,MoepelAccord,4,Women,40,246.0
jennifer lopez,Still,LilyOfTheValley,Rose,5,Men,21,64.0
CAROLINA HERRERA,212 Men Nyc,Incense,Gardenia,4,Men,37,92.0
HUGO BOSS,Femme,LemonWood.,FleurDeLys,5,Women,29,148.0
Calvin Klein,Escape,Amber,LilyoftheValley,5,Women,30,238.0
TED LAPIDUS,Creation,Tuberose,Jasmine,3,Women,38,32.0
PRADA,Milano Infusion D'iris,Incense,Cedar,5,Men,34,67.0
GUCCI,Bloom,RangoonCreeper,Tuberose,5,Women,21,313.0
Al Fakhr,Ameer Al Oud Khususi,Sandalwood,BlackPepper,4,Men,33,378.0
MONTBLANC,Explorer,Cedarwood,Mahonial,5,Men,25,234.0
CHANEL,Bleu De Chanel,Patchouli,Ginger,5,Women,33,132.0
TED LAPIDUS,Creation,Tuberose,Tuberose,4,Men,25,398.0
ARMAND BASI,In Red,Oakmoss,VioletLeaf,3,Women,36,308.0
DORALL COLLECTION,Eternally Hot,Vanilla,Gardenia,5,Women,23,344.0
Mancera,Red,Amber,Patchouli,5,Men,33,333.0
HUGO BOSS,Hugo,Cedar,Jasmine,3,Women,36,98.0
Calvin Klein,CKIN2U,WhiteMusk,CacaoPod,5,Women,33,49.0
DIESEL,Only The Brave Tattoo,Patchouli,Sage,3,Men,21,1.0
GUCCI,Guilty Absolute,WoodyNotes,Patchouli,4,Men,23,149.0
MONTBLANC,Explorer,Vetiver,Mahonial,5,Women,22,321.0
NICOLAI,Patchouli Intense,Amber,Patchouli,4,Women,31,382.0
GUESS,Homme,Amber,Vetiver,4,Women,36,206.0
CHANEL,Bleu De Chanel,Vetiver,Jasmine,4,Men,40,374.0
Calvin Klein,CK One,Amber,Jasmine,5,Women,37,105.0
Shiseido,Zen,WhiteMusk,ChineseRose,5,Women,34,9.0
GIORGIO ARMANI,Si Passione EDP For Wo,Patchouli,Jasmine,5,Women,40,60.0
DORALL COLLECTION,Oud Arabi,Patchouli,jasmine,5,Men,30,182.0
LALIQUE,Encre Noire,Musk,HaitianVetiver,3,Men,37,19.0
CHLOE,Love Story,Musk,Peach,3,Men,40,110.0
PACO RABANNE,Olympêa,Cashmere,Vanilla,4,Men,36,296.0
Calvin Klein,Eternity,Sandalwood,Jasmine,5,Men,30,355.0
LANVIN,Lanvin,Amber,Pepper,3,Women,39,173.0
Lattafa,Velvet Oud,Musk,Caraway,4,Women,26,192.0
Jean Paul GAULTIER,Scandal,Caramel,Jasmine,3,Men,27,32.0
ANGEL SCHLESSER,Essential,SandalWood,Violet,3,Women,37,84.0
BURBERRY,Burberry Body Intense,Musk,Sandalwood,5,Women,22,179.0
Givenchy,Organza,VirginiaCedar,Peony,4,Women,23,398.0
MONTALE,Black Oud,MandarinOrange,Musk,5,Men,40,149.0
BURBERRY,Brit Rhythm,Cedarwood,Patchouli,4,Women,25,148.0
Genie Collection,1029 Collection,Mahogany,Peony,3,Men,32,317.0
Lattafa,Pure Oudi Liquid Gold,EffervescentCitrus.,Ylang-Ylang,4,Men,28,143.0
CHANEL,Allure Homme Sport EDT For,Vetiver,Neroli,3,Women,27,212.0
jennifer lopez,Still,Sandalwood,Honeysuckle,5,Women,23,174.0
Roberto Cavalli,Uomo,Patchouli,Honey,4,Men,27,313.0
TED LAPIDUS,Rumba Passion Ted Lapidus,Vanilla,Rose,3,Women,28,72.0
Calvin Klein,Beauty,VirginiaCedar,Jasmine,5,Men,31,108.0
GUCCI,Memoire  D'une Odeur EDP For Uni,Vanilla,JasminePetals,5,Men,33,305.0
GUESS,Marciano,Musk,SweetJasmine,3,Men,31,329.0
CHANEL,Bleu De Chanel,Cedar,Jasmine,3,Women,22,243.0
Mancera,Roses Vanille,Cedar,Sugar,4,Men,34,108.0
Dior,Joy,Sandalwood,Jasmine,5,Women,35,346.0
Mandarina Duck,Black,Vetiver,OrangeBlossom,5,Men,29,2.0
AZZARO,Visit,GrayAmber,,3,Women,30,82.0
Ferrari,Scuderia Black,Musk,Rose,5,Men,35,9.0
Dolce & Gabbana,3 L'Imperatrice,Sandalwood,Jasmine,4,Men,38,33.0
DORALL COLLECTION,Lady Dorall,amber,rose,3,Men,39,198.0
Rasasi,Oud Al-Mubakhar,Patchouli,TurkishRose,5,Men,37,389.0
GUESS,Marciano,PowderyVanilla,PinkHoneysuckle,5,Women,37,369.0
S.T.Dupont,Essence Pure,Musk,Iris,3,Women,25,382.0
CHOPARD,Casmir,Amber,Geranium,3,Women,32,326.0
Givenchy,Dahlia Divin Nude,Vanilla,Pine,3,Women,32,163.0
Calvin Klein,Euphoria,Suede,BlackBasil,4,Women,39,307.0
J.CASANOVA,Plaisir,Amber,Musk,4,Men,36,236.0
Roberto Cavalli,Women,Benzoin,OrangeTreeBlossom,4,Women,36,392.0
Calvin Klein,Sheer Beauty Essence,Musk,Magnolia,5,Men,30,5.0
BOUCHERON,Quatre Absolue De Nuit,Sandalwood,TonkaBean,3,Women,35,236.0
TOMMY HILFIGER,Tommy Girl,MagnoliaPetals,CitrusOrchards,3,Women,33,250.0
Dolce & Gabbana,The Only One 2,Tonka,RedRose,4,Women,24,277.0
Givenchy,Pour Homme,Cedar,Vetiver,4,Women,29,100.0
COACH,Coach,Cashmeran,Gardenia,3,Men,37,16.0
Calvin Klein,One Shock,Vanille,Blackberry,5,Men,22,13.0
BVLGARI,Goldea The Roman Night Absolute,BlackMusk,JasminSambac,5,Women,33,22.0
MONTBLANC,Legend,TonkaBean,RedApple,3,Women,38,136.0
Rasasi,Hatem,Musk,Jasmine,3,Women,40,116.0
Calvin Klein,Escape,Oakmoss,Rosemary,5,Men,35,363.0
LACOSTE,L.12.12 Blanc,Suede,Ylang,5,Men,21,103.0
Mancera,Wild Leather,Leather,Violet,3,Men,36,349.0
CHLOE,Love Story,Cedar,Rose,5,Women,29,26.0
Calvin Klein,One Shock,Amber,Cardamom,3,Women,27,169.0
COACH,Floral,Vanilla,TeaRose,4,Women,29,395.0
Calvin Klein,IN 2 U MEN,WhiteMusk,CacaoPod,5,Women,31,60.0
Elizabeth Taylor,White Diamonds,OakMoss,Jasmine,5,Women,38,273.0
GUESS,Seductive,Olibanum,AfricanOrangeFlower,5,Men,30,338.0
Lattafa,Rouat Al Oud,Cedarwood,Cardamom,3,Women,35,67.0
Roberto Cavalli,Paradiso Assoluto,Cashmeran,RedLily,4,Women,21,254.0
Yves Saint Laurent,Body Kouros,Benzoin,ChineseCedar,3,Women,26,193.0
BURBERRY,Mr. Burberry,Cinnamon,Cedar,3,Men,38,81.0
HUGO BOSS,Hugo Man,Patchouli,Geranium,4,Men,32,396.0
GUCCI,Guilty,WildStrawberry,Litchi,5,Women,26,55.0
NARCISO RODRIGUEZ,Narciso Rouge,CedarWood,Musk,3,Women,23,27.0
Estee Lauder,Private Collection,Musk,Reseda,4,Men,32,63.0
Lattafa,24 Carat Pure Gold,Amber,Sandalwood,4,Women,39,70.0
Roberto Cavalli,Just Cavalli,CreamyRosewood,TahitianTiareFlowers,4,Women,25,338.0
VERSACE,Bright Crystal,Mahogany,Peony,3,Women,29,122.0
Dolce & Gabbana,K,BloodOrange,Pimento,5,Men,26,327.0
Ajmal,Raindrops,FloralAmberyWoody,AnimalisticFloral,4,Men,35,65.0
Alina Corel,Beach Palm,Incense,Heliotrope,4,Men,31,279.0
TED LAPIDUS,Lapidus Pour Homme,patchouli,petitgrain,5,Men,27,152.0
joop,Homme,Patchouli,Jasmine,5,Women,36,381.0
BURBERRY,Weekend,Nectarine,BlueHyacinth,4,Women,28,239.0
Geoffrey Beene,Grey Flannel,Cedar,sage,3,Men,33,380.0
TED LAPIDUS,Creation,Jasmine,Rose,5,Men,39,261.0
HUGO BOSS,Dark Blue,Benzoin,Sage,5,Women,22,307.0
GIORGIO ARMANI,Eau De Cedre,Suede,Cardamom,3,Men,28,204.0
J.CASANOVA,Paris Vivaldi,Musk,Lily-of-the-valley,4,Women,30,131.0
Guerlain,Ideal,Leather,Almond,4,Men,31,309.0
CAROLINA HERRERA,212 S**Y,Pelargonium,CottonCandy,4,Men,39,19.0
BURBERRY,Brit Sheer,WhiteMusk,FloralAccent,5,Men,22,217.0
Nikos,Sculpture Homme,Benzoin,LilyOfTheValley,4,Women,39,69.0
GUCCI,Bloom Nettare Di Fiori,Schijnhulst,Tuberose,3,Men,26,208.0
Ajmal,Wisal,Floral,Floral,5,Women,24,221.0
Estee Lauder,Private Collection,Musk,BulgarianRose,4,Men,32,299.0
DAVIDOFF,The Game,EbonyWood,Iris,3,Men,40,19.0
BVLGARI,Omnia Crystalline,WhiteSandalwood,OrrisConcrete,3,Women,23,123.0
HUGO BOSS,Natural Spray,LemonTree,BulgarianRose,3,Men,38,223.0
MINI COLLECTION,Eaudemoiselle No.1154,rose,cinnamon,4,Men,22,22.0
Geoffrey Beene,Grey Flannel,TonkaBean,geranium,3,Men,24,177.0
DORALL COLLECTION,Green Secret,Coumarin,Geranium,4,Women,31,210.0
GUCCI,Rush,Patchouli,Coriander,4,Women,40,95.0
BVLGARI,Goldea The Roman Night,Patchouli,Night-BloomingJasmine,4,Men,31,37.0
HUGO BOSS,Ma Vie,WoodyNotes,Rose,5,Women,25,363.0
VERSACE,Yellow Diamond,PreciousMusk,Jasmine,3,Men,36,292.0
S.T.Dupont,Essence Pure,Musk,Iris,4,Men,28,97.0
